user	date	time	text																								
Douglas Fir	4/2/2008	2:29 PM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by DouglasReed


Total rubbish. As is Fritz Springmeier. I will give you some examples later. 
This stuff has two purposes, that I can see: (a) To marginalize you, by getting you to spout nonsense to other people; (b) to just plain waste your time. Purpose (b) is the main point of most conspiracy tripe. I had to learn this the hard way. By wasting significant amounts of time on it.


I can understand you if you believe they are disinformation agents creating distractions, or even fakers jumping on a band wagon. If you think that the science that creates Manchurian candidates and DID or disassociate identity disorder, is ""total rubbish"" and fake and not in use, then you are ignoring facts. MKULTRA is a historical fact. Former CIA director William Colby admitted to Project Monarch: When former CIA Director William Colby was asked directly, “What about monarch?” he replied angrily and ambiguously, “We stopped that between the late 1960’s and the early 1970’s.” (one source, first paragraph of the conclusion.) President Clinton publicly apologized on nationwide TV to the victims of unethical government “experiments”, ie. the MKULTRA project. Hyperbole does not help in trying to understand as gray and nebulous an intangible topic as secret mind science. I, like thousands of others, believe both Cathy O’Brien and Fritz Springmeier are correct, and genuine, and as sincere, and truthful and accurate as they possibly can be. 
[ame=""http://youtube.com/watch?v=u22mphQsn5s""]YouTube - President Clinton Apologizes for MK Ultra[/ame]
Quote:


Originally Posted by DouglasReed


""And fear is a strong basis for mind control. Whether it's a kind of mind control that is the mass mind control over a whole society, or if it's the kind of absolute robotic mind control that I experienced under MK-ULTRA on a White House/Pentagon level. I feel very fortunate to have recovered from my mind control victimization, and to have a clear view of what's actually going on behind the scenes, of what Adolf Hitler and George Bush termed a New World Order."" [2:54-3:40]
h**p://youtube.com/watch?v=tuuYJIcQ2uY"" YouTube - - TRANCE Form America - 1of7
Clear enough?
The ""truth tellers"" out there are anything but. You're being jerked with a more crafty chain, is all.


Yes fear is a very powerful mind control technique, as is constant public ridicule. The fear of the truth to the enormity of the evil of this mind control is what protects them.


"																								
DouglasReed	4/2/2008	3:00 PM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by Douglas Fir


Former CIA director William Colby admitted to Project Monarch: When former CIA Director William Colby was asked directly, What about monarch? he replied angrily and ambiguously, We stopped that between the late 1960s and the early 1970s.


Please come on. You're using a report of something supposedly out of William Colby's mouth as a source?A source for what? How can you be exposed to this kind of stuff and still remain so ... what's the word here? -- Gullible? I don't want to insult you, you know. But please. This just borders on self-infliction.

Quote:


Originally Posted by Douglas Fir


I... believe both Cathy OBrien and Fritz Springmeier are correct, and genuine, and as sincere, and truthful and accurate as they possibly can be.


I believe Springmeier is the son of a Naval Intelligence officer. -- Oh no, wait. I know that. -- And O'Brien is spinning an enormous yarn that I have enough experience to know is not worth the effort of distangling.Since this thread is on brainwashing, I feel justified in speaking this way. If you're going to deal with information of this nature, then you have to deal with it as scientifically as is possible. You don't just question your sources. You examine the possible motives of somebody trying to sway your beliefs about a given topic. More accurately, sway your attention them away from more important topics. -- ""Cathy O'Brien is a surviving Monarch Butterfly."" -- Give me a bloody break. Do you really think, if there were such a program, the people running it would let this woman run around talking the way she does? What kind of people do you think you're dealing with here?


"																								
DouglasReed	4/2/2008	4:26 PM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by Douglas Fir


You did not scientifically prove that MKUltra did not exist, that DID does not exist...


That it existed is pretty much beyond questioning. I'm sure they didn't to all that trouble to create a paper trail of something of that nature that never existed.
Quote:


Originally Posted by Douglas Fir


and that President Clinton did not say what he said...


Presidents tend to be cautious about what they say. There is more motive behind an utterance than meaning. 
And this is what I mean by telling you to ""give me a break."" You want to deal with subterranean issues in the most superficial, surface way. Like Colby and Clinton are going to mispeak and give the game away. Not the way it works. They is not quite that dumb.
Quote:


Originally Posted by Douglas Fir


Do you think the CIA is going to run this stuff up a flag pole so everyone can see it?


The way to hide things you don't want public is to bury them in a pile of things you don't give a relative damn about. Apparently I have to run a course here in basic intelligence. Excuse any arrogance that may be seeping through. It's all in good fun. Such good fun.
Quote:


Originally Posted by Douglas Fir


Do you think your feelings or personal experience or lack thereof, are science?


I'll just let that go.
Quote:


Originally Posted by Douglas Fir


You obviously have not read much of this thread...


I've read the thread, down to where I intruded myself.
Quote:


Originally Posted by Douglas Fir


... and you offer no reasons for your beliefs, other than it cant be true


I thought my pointed illustration of O'Brien's politics was sufficient, but if you want me to dig through her nonsense in greater depth, and unearth more glaring discrepancies, I'm certainly qualified to do that.
Quote:


Originally Posted by Douglas Fir


If they killed Cathy OBrien they would also have to kill many others.


Kennedy comes to mind.
Quote:


Originally Posted by Douglas Fir


Cathy OBrien is just one of many victims who speak out. Click the links in this thread to find more.


I'm well acquainted with the story, and others like it.
Quote:


Originally Posted by Douglas Fir


Killing her would validate what she is saying. What issues do you think these people are being used as a distraction from?


Um ... jews? Race? Maybe?
Quote:


Originally Posted by Douglas Fir


I think that this mind control is the big issue.


What makes you sure you think so?
Basta, for now. Have a good shift.


"																								
balancedben	4/2/2008	7:56 PM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by DouglasReed


Total rubbish. As is Fritz Springmeier. I will give you some examples later. 
This stuff has two purposes, that I can see: (a) To marginalize you, by getting you to spout nonsense to other people; (b) to just plain waste your time. Purpose (b) is the main point of most conspiracy tripe. I had to learn this the hard way. By wasting significant amounts of time on it.


Please make a post about this. I would very interested in reading it.


"																								
MySkinIsMyUniform88	4/3/2008	8:12 PM	"


Re: How We Get Brainwashed!


We all know the Media portrays Racism as a evil...inhumane thing. Its pathetic on how hard they try to brainwash us. I laugh at the stupid commercials and shows they have. They try so hard to make it seem were all the same. And once someone gets brainwashed it is very hard to pull them out. One of my friends is brainwashed and everyday i try to bring him back to our side. But it seems it may never happned. He thinks the hottest girls in the world are Hispanic...dear god. What a fool.


"																								
Dr.	4/3/2008	10:29 PM	"


Re: How We Get Brainwashed!






Quote:


Originally Posted by MySkinIsMyUniform88


We all know the Media portrays Racism as a evil...inhumane thing. Its pathetic on how hard they try to brainwash us. I laugh at the stupid commercials and shows they have. They try so hard to make it seem were all the same. And once someone gets brainwashed it is very hard to pull them out. One of my friends is brainwashed and everyday i try to bring him back to our side. But it seems it may never happned. He thinks the hottest girls in the world are Hispanic...dear god. What a fool.


Only a perverted society seeks to portray purity as ""evil"" and contamination as ""good"" yet this is the mindset which the vast majority of the populous now subscribes to, having been brainwashed by those controlling not only the media but also the public education system. Our children who attend public schools are indoctrinated to hate racial purity, being forced to read propaganda literature that deifies Martin Luther King and Malcolm X as martyrs while demonizing racial purity as some abhorrant vestige of the ""evil Nazis"" who are supposed to have spent all of their waking hours shoving nine million non-existant Jews into bread-ovens. (I've often wondered how it is possible for there to be so many so-called ""survivors"" of Auschwitz if the riduculous total of 9 million were eliminated - it seems like the parents or grandparents of every Jew in America managed to be rescued at the brink of starvation from the concentration camps, so where are the mountains of ashes?). What will it take to awaken the hypnotised zombies who have been conned by these deceivers? The voice of reason to them is ignorance, while the advocates of perversity are hailed as the purveyors of ""truth"". The best thing we as White Nationalists can hope to do is to separate ourselves from the brainwashed masses and try to build our own sanctuarian utopia apart from those who are forever lost to the deceptions of our enemy.




"																								
Coldstar	4/3/2008	11:33 PM	"


Re: How We Get Brainwashed!


Endless woe! Look at the sickness which the Episcopal Church is spreading:
Quote:

here are answers to three questions basic to anti-racism training:
* What is Prejudice?
 preconceived judgment or opinion; an adverse opinion or leaning formed without just grounds or before sufficient knowledge; . . . an irrational attitude of hostility directed against an individual, a group, a race, or their supposed characteristics . (Websters Ninth New Collegiate Dictionary, Merriam-Webster, 1983)
* What is Racism?
 Racism is more than race prejudice. It is more than individual attitudes and actions. Racism is the collective actions of a dominant racial group. Systemic power turns race prejudice into racism. Racial prejudice becomes racism when one groups racial prejudices are enforced by the systems and institutions of a society, giving power and privilege based on skin color to the group in power, and limiting the power and privilege of the racial groups that are not in power. (Dismantling Racism: The Continuing Challenge to White America, Crossroads Ministry, 1991)
* Who is a Racist?
All white individuals in our society are racists. Even if whites are totally free from all con scious racial prejudices, they remain racists, for they receive benefits distributed by a white society through its institutions. Our institutional and cultural processes are so arranged as to automatically benefit whites, just because they are white. It is essential for whites to recognize that they receive most of these racist benefits automatically, unconsciously, and unintentionally.(Education and Racism, National Education Association, 1973) 
A. In the light of the foregoing definitions, write an essay oftwo and a half pages describing the role the Episcopal Church has played and continues to play in perpetuating and/or combating institutional racism. As part of your essay, give at least three specific examples from your knowledge of the Episcopal Church and three from your own personal experience.


http://www.episcopalchurch.org/1521_6891_ENG_HTM.htm
I call that stuff Devil Doctrine. The only benefit I ever got from being white is the one I fought and woked for. I found that a whole lot more was expected from me for being white than if I had not been white. Whites often work ten times as hard and still may only receive half as much as non-whites. If as whites we are not smart and dnon't have good family connections we rarely get anywhere. Those Episcopals act as if they never heard of the benefits that come from being members of the much favored Jewish usury funded ""chosen"" group. Are these people sane? Are Episcopals white?




__________________
$
$............$
...$... 
$............$
$JEWMERICAKeep Stormfront Alive & Growing


"																								
Coldstar	4/3/2008	11:43 PM	"


Re: How We Get Brainwashed!


We should easily be able to pluck this arrogant viewpoint of unaccomplished non-whites apart.
Quote:

A RACIST: A racist is one who is both privileged and socialized on the basis of race by a white supremacist (racist) system. The term applies to all white people (i.e., people of European descent) living in the United States, regardless of class, gender, religion, culture or sexuality. By this definition, people of color cannot be racists, because as peoples within the U.S. system, they do not have the power to back up their prejudices, hostilities or acts of discrimination. (This does not deny the existence of such prejudices, hostilities, acts of rage or discrimination.) http://prisonactivist.org/cws/perspectives.html





"																								
Dr.	4/4/2008	9:21 AM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by Coldstar


Endless woe! Look at the sickness which the Episcopal Church is spreading:
Quote:


Originally Posted by Episcopal Church

Who is a Racist?
All white individuals in our society are racists. Even if whites are totally free from all conscious racial prejudices, they remain racists, for they receive benefits distributed by a white society through its institutions. Our institutional and cultural processes are so arranged as to automatically benefit whites, just because they are white. It is essential for whites to recognize that they receive most of these racist benefits automatically, unconsciously, and unintentionally.(Education and Racism, National Education Association, 1973)







Quote:


Originally Posted by ""Sam Dickson""


Another reason for hope, the minority coalition can't control itself. You can't have a car that functions without brakes, and they can't put the brakes on. Their answer to every thing is more anti-White hate. We've got the Brown case. Oh we've got to- It didn't work, we haven't done enough. We have to have more anti-White hate. We have to go back fifty years to little Emmet Till and put this on TV and show White people how rotten they are. The stuff that's said about White people in the school textbooks and stuff is wilder than anything the most extreme Nazi would have put in the school text about negroes if they were put in charge of the school system. They can't control themselves, and they are radicalizing the younger blacks and Mexicans and this kind of thing so that the issue will be forced, which is good for us. We've been unable to integrate successfully with a race of negroes that had a whole lot of Uncle Toms and Aunt Thomasinas. You think the children of people in this room are going to be able to integrate with black kids, who from kindergarten and all that all the way through graduate school get an unending diet of stories of lynchings and White people doing things. No. These people are hopped up with hate for us, and they can't put a brake on it. They've got to get wilder- the Pharaohs were black, Plato was a black- they've just got to get wilder and wilder and wilder. And this is good. We need this kind of immoderation to bring about what we want.


And it works in our favor the other way too - pushing White people too far so as to cause them to rebel.


"																								
Walter	4/4/2008	9:40 AM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by Coldstar


I call that stuff Devil Doctrine. ... Those *** act as if they never heard of the benefits that come from being members of the much favored Jewish usury funded ""chosen"" group. Are these people sane? Are *** white?


Taking liberties with your post, I think this goes to the root of our problems. We as a people are, imho, lacking morally, but (mainly) would never overtly do certain evil things - we let the jews do those things for us. The jews feed us their destructive rationalizations for doing and allowing evil by themselves and others, and grease the skids with money or ""favors.""
Why can't people see that the 9-11 events, in which thousands of innocent people lost their lives, were staged and with almost certainly no planes involved? People have replaced freedom of thought with ""patriotism"" and freedom of speech with adopting the official line because that system holds and controls their money. I've noticed many people have a fear of ""being found out"" and will not publicly offend government on mere local issues - even on an anonymous forum - because I guess they figure that government will ""get them."" If people are that cowed on some rinky-dink local action, what kind of courage will they muster when faced with such a huge opponent as the jews? Not much - they have their families to worry about, after all; never mind they are handing their children's future to Wickedness.
The sad part is, jews have little more power than what we give them. They'd never get away with much except that Whites have adopted them in their hearts and minds and allow them every discretion. That jews control numerous facets of society shows how vulnerable we've let ourselves become. The evil whites among us seem to embrace their agenda because it gives them power over other Whites they would not otherwise have; those fight against you with the jews, for they gain their benefits by it. The remaining sheep seem too afraid to be seen as ""different"" by bucking their group's line. Being part of a group and the threat of being cast out is a powerful inducement to have people keep quiet and just shuffle along. Say, ""Baaaaaaa."" I believe the most persistent efforts the evil whites among us make is to keep people ""in line"" with ""acceptable"" doctrines. ""Trouble makers"" are dealt with and silenced; see this article on Overstock.com CEO Patrick Byrne.
And, I must add, some of those most willing to compromise the rights and interests of White men is white women. Where are the thoughtful White male leaders and moral guides? Few. I think many men have gone to the extremes of either passive wimps or total dorks. Without his wife's support, what chance will the man have to be a leader? And what's worse, how many wives berate and oppose their husbands? Clearly, not all, but more than a few.
To summarize, no we are not sane as a society or race. If we were, the sane among us would have long ago expelled the crafty deceivers among us, for our own survival.
Quote:

""We live in a world that needs to be saved from the Jews. Salvation is not of and by the Jews but from the Jews.""


Your tag-line is correct though we ourselves are a major part of the problem. Whites are competitive passed moral bounds and many, istm, are willing to stomp on his neighbor to gain an advantage. jews, on the other hand, like the Philistines of old, work together on issues of importance and thus accomplish many things which may seem extraordinary to us who often stab each other in the back.


"																								
DouglasReed	4/4/2008	11:31 AM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by balancedben


Please make a post about this. I would very interested in reading it.


About Springmeier? Sure. I read most of his stuff. -- Well, I didn't go through all the deprogramming stuff in much detail. I got the gist of it, and a little more. And I did read Bloodlines of the Illuminati cover to cover, I believe. As I remember it. It was quite a while back. Maybe in 2003 or so. And he has some other interesting stuff. About the Watchtower. And Disney. Snow White is pure Satanism. Okay.
I don't know if the guy is just tripping out, or what. But he was the son of Navy Intelligence, as I said. Which fact seems to have been removed from the net. I imagine there's a certain degree of truth in some of the links he draws. But I would defy anyone to show me something ""Satanic"" in Snow White. -- Seven dwarfs? Their names? Grumpy? What? This is not hard evidence of wrongdoing.
What I'm saying is -- Well, first of all, there's no such thing as an ""Illuminati."" I've never seen anything but pure fiction to support the idea that there are people in the modern world that run around in robes and call themselves Illuminati. There was a group called Les Alumbrados, from Spain, the 14 Century or some time. And there was, what I and good conspiracy buddy of mine believe, was a Freemasonic plot, and/or a complete fabrication. This story of Adam Weishaupt, and his plan to out-Freemason the Freemasons in deception. You notice that none of the other governments of Europe took any action on this warning from the Bavarian government. And I would say, that's because they knew the whole thing was pure invention.
Alternatively, the story of the courier might be true, and the papers he was carrying actually did exist. But here's a guy who was ""struck by lightning."" And that's the real tip off. If it happened at all, then in reality, all they did was get some stooge, kill him, stuff a bag of gunpowder in his pocket and light it up. Nobody would have had a real forensic knowledge of that a lightning burn looked like back then.
And then you have these people who are implicated in this big conspiracy, and all those people get their houses raided. So I would think, it was a Freemasonic purge, to get rid of some undesireables, either within their own ranks or without. And then they do it in a way that has a typical Freemasonic type joke to it. Like saying, ""Oh yeah, we're -- this Illuminati group -- we're so bad even God hates us! That's how bad we are.""
So it's a big joke, and the only support it has, besides the supposed records in the government archive somewhere that nobody gets to read, are these two books by Burrell and Robison, and a few sermons by Morse. All of whom could have been spinning a yarn, just like you have people spinning yarns today.
As to how I know Cathy O'Brien is a fraud, you just sort of get a sixth sense for this after long enough. Doesn't sound very scientific, but you see enough b.s., after a while you get a b.s. spidey sense. O'Brien is just completely goofy. But playing the real serious dame in her little drama there on the podium. And you'd have to have Springmeier in on this stuff, since he's writing books with that other woman, claiming to have spent hours and hours deprogramming people in their house. Where he gets time for researching fat books and growing pot, one wonders.
Here's an example of what Naval Intelligence people do. Compare Chapter 2 of Ramsey's The Nameless War, published 1952:http://www.sweetliberty.org/issues/w...meless/2.shtml
with Chapter 3 of Carr's endlessly touted Pawns in the Game, published 1958:http://yamaguchy.netfirms.com/789740...wns_index.html
Utterly shameless plageurism, but with ""Illuminati"" instead of jews. In Pawns, for example, jewish Bolsheviks are the victims of the sinister Illuminati. Cry me a river.
So eventually you've read pretty much the whole body of the conspiracy literature, which isn't very much, and you find out where people are ripping their shiz off of. It's just a course you can take yourself through, like anything else, and it's what they teach in intelligence academies to the operatives in charge of wasting people's time. Getting them to spin their wheels endlessly in this maze of Illuminati nonsense.
Show me the Illuminati. Where they at? Except in these books in the New Age section. Show me the proof from some court case or whatever out in the real world. Not some tale from Ted Gunderson, who's actually a Fed finding out how much victim's families know, doing damage control. Where's the evidence of the satin robed guys?
So that part is scientific. You can't prove there's an Illuminati. You've got Bohemian Grove, but that's it. Where the other footage? Where do these ceremonies happen? I think witchcraft is a lot more sophisticated than that today. It's a technological witchcraft.


"																								
DouglasReed	4/4/2008	11:45 AM	"


Re: How We Get Brainwashed!


Nesta Webster is an example of legitimate research into secret societies. But they don't want you finding out about Webster and Ramsay and the Right Club and all that good stuff. So they rip off their material and spin-doctor it up into this Illuminati stuff. Which simply has no historical evidence of real value to support it. And you can catch them in the act of forging these tales out of other people's work anyway, so what more real proof do you need that it's bull?
You can go and investigate anything you want yourself, if you want to pick out certain people and happenings. But you can't get a good overall grasp of the whole conspiracy picture if you spend too much time on that. You do enough to sort of get a sense of what's happening. There just aren't enough hours in the day to look at everything close up yourself.
Not to mention money. Like, Springmeier doesn't have a job or something? He supports himself on these books? Doubtful. You should question things like that first off, to see how much credibility these people have. If they're not willing to reveal enough about their own lives to satisfy you, then why should you take their word for things so much more important? You got no cred that way.
Douglas Reed. Another legitimate conspiracy guy.


"																								
Raus	4/4/2008	12:42 PM	"


Re: How We Get Brainwashed!


From Walters link, and I believe key to understanding our unfortunate position:
Quote:

Moses Mendelssohn is the 'learned Jew' who is quoted as saying that: ""Judaism is not a religion. It is a law religionized"".
To my mind, that is the same as saying that ""Judaism is a political program (for World Dominion) wrapped in a cloak of religion"".


http://www.sweetliberty.org/issues/w...meless/2.shtml


"																								
Coldstar	4/4/2008	3:24 PM	"


Re: How We Get Brainwashed!


""A law religionized."" Above all that law religionizes a people who demoralize religion, and Jews themselves may be the most irreligious people in existence. They come to us cloaked in garments of sanctimoniousness, hypocritical to the maximum. Usually only those goyim who look thoroughly into their ""religion"" can spot the fake, the big game of religiosity for ulterior purposes.
I am asking myself, why are our people so stubborn and refuse to check out what these Jews really believe in and what kind of people they really are? Why are they so quick to take the side of their most insidious enemies? 
On the whole we are gullible as a people and not nearly as smart as we think we are when it comes to human understanding. If you know something or have learned something and try to educate another white (even a family member) you probably get dismissed in a second and maybe even lectured about your ""** (insert words such as wrong attitude, bigotry, stupid, etc.) . Do non-whites have these traits? I don't think so. I have never noticed these traits in non-whites.


"																								
Walter	4/4/2008	4:17 PM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by Raus


From Walters link, and I believe key to understanding our unfortunate position...


That link was from DouglasReed. That's a good quote though. I think all it means is that they're BSers as a way of life, really a way of war against all others, mainly Whites.


"																								
Walter	4/4/2008	7:37 PM	"


Re: How We Get Brainwashed!






Quote:


Originally Posted by DouglasReed


http://www.sweetliberty.org/issues/w...meless/2.shtml


I liked this statement:
Quote:

There is no doubt that he perceived at last the true nature and strength of the beast, which he had worked so long and so industriously to unchain. In his last attempt to save the royal family by getting them out of Paris, he actually succeeded in shouting down all opposition in the Jacobin club. That evening he died by a sudden and violent illness.


The jews keep their true agendas hidden from those they utilize to help them a little bit further along. If he stays clueless, then maybe they'll misuse him some more, but otherwise misled 'goy' gets axed. But then the jews have gotten another step done in their long-range plans.







Last edited by Walter; 04-05-2008 at 05:45 AM.



"																								
Irish princess	4/4/2008	10:11 PM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by Douglas Fir


It is estimated that there are two million American victims of MK-Ultra walking around right now, and ninety-nine percent of them have no clue they are being mind controlled. A large number of them are primarily used as sex slaves and moles. Yet a lot of the madness in our society, on all scales from hecklers to assassins, is still carried out by these people, and their controllers. The chaos they cause is used to increase the societal power of their controllers (ordo ab chao, problem-reaction-solution, hypothesis-antithesis-synthesis, Hegelian dialectics). It is debatable if the MK Ultra type programs have stopped. (sorry no reference for this number, but it is the figure I have consistently found in reading on the subject).
Two quick articles on the subject.Project MonarchSex, Drugs, the CIA, Mind Control and Your Children


I have to say your links were the most interesting things I've read in awhile!


"																								
Coldstar	4/10/2008	6:34 PM	"


Re: How We Get Brainwashed!


Yankee James (Jim) put a link to a video on the brainwashing of white children in schools on the website of Mona Montgomery on the 15th of February.
I hope that as many white people as possible will watch it. http://www.monamontgomery.com/2008_02_01_archive.html
Do you know what the Benjamin Bloom techniques are? If not, find out about them.
(Thank you, Mona - thanks Jim, RIP).




__________________
$
$............$
...$... 
$............$
$JEWMERICAKeep Stormfront Alive & Growing


"																								
TKH	4/11/2008	4:05 PM	"


Re: How We Get Brainwashed!


Bratz:http://www.kevinmacdonald.net/blog-Bratz.htm


"																								
balancedben	4/11/2008	11:22 PM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by Coldstar


Yankee James (Jim) put a link to a video on the brainwashing of white children in schools on the website of Mona Montgomery on the 15th of February.
I hope that as many white people as possible will watch it. http://www.monamontgomery.com/2008_02_01_archive.html
Do you know what the Benjamin Bloom techniques are? If not, find out about them.
(Thank you, Mona - thanks Jim, RIP).


 This video clip was very informative.


"																								
Coldstar	4/21/2008	5:52 PM	"


Re: How We Get Brainwashed!


I was tempted to make this post because of a commonly held belief which constantly and forever excuses the acts of politicians because of their ineptitute.
Of course, this is exactly what politicians want us to believe. The smart herd is being led to the slaughter by the dumb (inept) politicians. Can you see how ridiculous this sounds? Do people go out and elect the most unfit for the job to be politicians? Can the tax Dollar not hire the most intelligent and wise advisors as aids to politicians? 
People accept ridiculous policies and practices by brainwashing techniques which they in their own arrogance want to accept. One of them is that bad politicians in a Democracy are inept, not smart, failures, etc., but they are never deliberately evil or in league with others who use politics like magicians use cards.
Politicians follow the money ... They who have the ""gold"" set the rules. The politicians enact those rules and they do it well, so well in fact, that most herd people believe that the politicians are inept. 
By the law of chance, even inept politicians should be doing things right approximately 50% of the time, yet people are willing to accept a near 100% foolish action rate by most politicians as normal. 

"																								
vikingcelt	4/22/2008	1:27 AM	"


Re: How We Get Brainwashed!




Quote:


Originally Posted by Coldstar


I was tempted to make this post because of a commonly held belief which constantly and forever excuses the acts of politicians because of their ineptitute.
Of course, this is exactly what politicians want us to believe. The smart herd is being led to the slaughter by the dumb (inept) politicians. Can you see how ridiculous this sounds? Do people go out and elect the most unfit for the job to be politicians? Can the tax Dollar not hire the most intelligent and wise advisors as aids to politicians? 
People accept ridiculous policies and practices by brainwashing techniques which they in their own arrogance want to accept. One of them is that bad politicians in a Democracy are inept, not smart, failures, etc., but they are never deliberately evil or in league with others who use politics like magicians use cards.
Politicians follow the money ... They who have the ""gold"" set the rules. The politicians enact those rules and they do it well, so well in fact, that most herd people believe that the politicians are inept. 
By the law of chance, even inept politicians should be doing things right approximately 50% of the time, yet people are willing to accept a near 100% foolish action rate by most politicians as normal. 


Good post, Coldstar! I repped ya too many times already! 
Because those pols corruptively accept their clients money and basically follow orders, as a result, those same pols are not aware of some of the important issues, such as the Federal Reserve money issue as well as issues like whether our 14th Amendment adequately covers births of children of illegals (it does not).




__________________.Individuals, businesses/corporations, governments at all levels, MUST borrow from banks in order to get money created.  Byron Dale""Money is created when loans are issued and debts incurred; money is extinguished when loans are re-paid."" John B HendersonMoney that one uses to pay interest on a loan has been created somewhere else in the economy by another loan. John M Yetter""Our national circulating medium [i.e. dollars] is at the mercy of loan transactions of banks, which lend, not money, but promises to supply money they do not possess."" Irving FisherMoney Reform Thread


"																								
Douglas Fir	4/24/2008	1:46 AM	"


Re: How We Get Brainwashed!


Here is an interesting 77 page article, with 85 additional pages of documentation, including 345 foot notes and a partial bibliography. Entitled Beyond the Dutroux Affair, it involves many of the issues discussed in this thread, Illuminati, Satanism, MPD/DID, MK Ultra, mind control, sex slaves etc. It is a well known criminal court case. It takes place in Belgium and parallels the CIA, Cathy O’Brien, Fritz Springmeier, American experiences in many ways, yet is completely independent of them. This shows the globalization of mind control and further shows how it is used by those that possess the ways and means to induce it.
Following is the warning that heads the document, which is appropriate considering the content. View at your own risk, you have been warned.
Quote:

Warning: The information in this article is not suited for anyone below the age of 18, as it involves extreme sexual violence against children. A certain amount of normally-illegal visual evidence (it is censored) has been included.


Due to the truth of the above warning I will not hyperlink the URL, and you will have to complete the hyperlink to view the article.h**p://www.pehi.eu/dutroux/Belgian_X_dossiers_of_the_Dutroux_affair.htmCopy and paste the above link into your address bar and change h**p to http to complete the link.





Last edited by Douglas Fir; 04-24-2008 at 02:16 AM.
Reason: fix typo



"																								
Coldstar	4/24/2008	3:20 PM	"


Re: How We Get Brainwashed!


I read some of it, Douglas Fir, and it is horrible what is going on.
I post one small excerpt.
Quote:

""SATANIC sects involved in bizarre rites including human sacrifice are being linked by Belgian police with this summer's string of grisly paedophile murders in which at least four children died.
Five witnesses came forward last week and described how black masses were held, at which children were killed in front of audiences said to have included prominent members of Belgian
Abrasax01
Picture of Abrasax headquarters in the small, stuffy home of Francis ""Anubis- Moloch"" Desmedt and Dominique ""Nahema-Nephthys"" Kindermans where maybe 20 persons could be involved in a ritual at the same time. The profoundly negative Abrasax cult consisted of four institutes: The Belgian Church of Satan, the Wicca center, the Order for Luciferian Initiation and the Gnostic church. Psychotherapy was also practiced here.
Keep the following in mind: like Jumet didn't disprove the existence of a network surrounding Nihoul and the Trusgnach case didn't disprove high level involvement in abuse networks, so the Abrasax disinformation doesn't prove (high level) Satanism doesn't exist. It's important to note that there are innumerable and very similar reports of cultist or Satanic practices in combination with child abuse. Going through US and UK newspaper archives since the late 1970s will turn up thousands of (mainly superficial) reports on ritual abuse and Satanism. In the X-Dossiers there also appears a fair dose of reports on Satanism and ritual abuse, which is not necessarily the same thing. You can read these reports in the 'victims and witnesses' appendix. More information on this aspect in part 15. society. One investigator said it was ""like going back to the Middle Ages"".
The tentacles of the sects appear to have stretched beyond the borders of Belgium to Holland, Germany and even America. The witnesses - several of whom claim to have received death threats - say that young babies were handed over by their parents willingly in return for money. In other cases the victims were abducted.


Christianity may include forms of brainwashing in its teachings, but they are meant to bring the best and most noblest of characters out in the people.
If we cannot accept that, and it seems that the majority is rejecting the Christian faith today, then the only outcome can be the brainwashing by the ""great unwashed"" and all that goes along with their kind of thinking.
I think we can guess why nowadays those in power everywhere are putting homosexuals on a pedestal and tell us how ""normal"" they are. They are forcing them on us and on our children. In many cases where children were murdered, homosexuals were involved.
I feel that homosexual practices are satanic practices. Some try to tell us that one has to belong to an official Satanic Church in order to be a Satanist, but that I consider whitewashing of the general perverse sex cults to which evil satanic people are always drawn to.
Human sacrifices go back a long, long time. When Christians tried to put an end to it, the ""human sacrificers"" had to go underground, flee or die themselves. That age is called the ""dark ages"" today, and darkness has already returned, except this time, there are no Christian Churches strong enough to put it back down and so it flowers and spreads again. That is where we have arrived, back at square one.


"																								
Coldstar	4/24/2008	7:40 PM	"


Re: How We Get Brainwashed!


Spirit of 1776, you hit the nail on the head.


"																								
